type,county,official_business_name,name,address,city,state,zip,lat,lng
Micro Brewer,Queens,Bridge And Tunnel Brewery Llc,Bridge And Tunnel Brewery ,1535 Decatur St,Ridgewood,NY,11385,40.693870000000004,-73.90249
Micro Brewer,Dutchess,2 Way Brewing Company Inc,2 Way Brewing Company,18 W Main St,Beacon,NY,12508,41.50791494,-73.98217429
Micro Brewer,Monroe,K2 Brewing Inc,K2 Bros Brewing,1221 Empire Blvd,Rochester,NY,14609,43.17458,-77.52149
Micro Brewer,Suffolk,Havens Brewery Llc,Brick House Brewery,67 71 W Main Street,Patchogue,NY,11772,40.76584505,-73.01681818
Micro Brewer,Franklin,Mohawk Gaming Enterprises Llc,Akwesasne Mohawk Casino Resort,873 State Rte 37,Hogansburg,NY,13655,44.967220000000005,-74.6443
Micro Brewer,Saratoga,Shmaltz Brewing Company Llc,Shmaltz Brewing Company ,6 Fairchild Sq,Clifton Park,NY,12065,42.90149,-73.79286
Micro Brewer,Saratoga,Quinn Borchardt Brewing Llc,Artisanal Brew Works,41 Geyser Rd,Saratoga Springs,NY,12866,43.06026,-73.81456
Micro Brewer,Warren,Mean Max Brew Works Llc,Mean Max Brew Works,193 Glen St,Glens Falls,NY,12801,43.310109999999995,-73.64453
Micro Brewer,Onondaga,Talking Cursive Brewing Company Llc,Talking Cursive Brewing Company ,301 Erie Blvd W,Syracuse,NY,13202,,
Micro Brewer,Lewis,Rc Spot Llc,Skewed Brewing,5501 Trinity Ave,Lowville,NY,13367,43.79051,-75.48777
Micro Brewer,Nassau,Garvies Point Brewery Inc,Garvies Point Craft Brewery,1 Garvies Point Rd,Glen Clove,NY,11542,40.86058,-73.64187
Micro Brewer,Niagara,Woodcock Brothers Brewing Company Inc,Woodcock Brothers Brewing Company ,638 Lake St,Wilson,NY,14172,43.29804819,-78.82600036
Micro Brewer,Livingston,Rising Storm Brewing Company Llc,Rising Storm Brewing Company ,5750 S Lima Rd,Livonia,NY,14414,42.85495,-77.70636999999999
Micro Brewer,Erie,Froth Brewing Co Llc,Froth Brewing Co,700 Military Rd,Buffalo,NY,14216,42.95627,-78.8902
Micro Brewer,Rockland,Andean Brewing Company Inc,Andean Brewing Company ,300 Corporate Dr,Blauvelt,NY,10913,,
Micro Brewer,Suffolk,Montauk Brewing Company Inc,Montauk Beer Company,62 S Erie Ave,Montauk,NY,11954,41.03663,-71.94403
Micro Brewer,Broome,Beer Tree Brew Co Llc,Beer Tree Brew Co,197 State Rte 369,Port Crane,NY,13833,42.1711,-75.83100999999999
Micro Brewer,Suffolk,"Cow Harbor Beer Company Llc, The",Sand City Brewing Company,19 Scudder Ave,Northport,NY,11768,40.89976,-73.35081
Micro Brewer,Essex,Hex And Hop Inc,Hex And Hop ,1719 State Rte 3,Bloomingdale,NY,12913,44.408590000000004,-74.08503
Micro Brewer,Cayuga,Prison City Brewing Llc,Prison City Pub & Brewery,28 State St,Auburn,NY,13021,42.93179,-76.56824
Micro Brewer,Seneca,"Irish Mafia Brewing Co Llc, The","Irish Mafia Brewing Co , The",623 Lerch Rd,Geneva,NY,14456,42.82332,-76.92369000000001
Micro Brewer,Tompkins,Garretts Brewing Company Inc,Garretts Brewing Company ,1 W Main St,Trumansburg,NY,14886,0.0,0.0
Micro Brewer,Saratoga,Common Roots Brewing Company Inc,Common Roots Brewing Company,30 Saratoga Ave,S Glens Falls,NY,12803,43.29705,-73.6361
Micro Brewer,Onondaga,A J Suds Inc,The Syracuse Suds Factory,320 S Clinton,Syracuse,NY,13202,43.04852879,-76.15364183
Micro Brewer,Ontario,Savangela Llc,Crafty Ales And Lagers,2 Exchange St,Phelps,NY,14532,42.9579339,-77.05696203
Micro Brewer,Otsego,Cooperstown Brewing Company Llc,Cooperstown Brewing Company,110 River Street,Milford,NY,13807,42.588632000000004,-74.93983815
Micro Brewer,Kings,Threefold Holdings Llc,Threes Brewing,333 339 Douglas St,Brooklyn,NY,11217,40.6795921,-73.98219455
Micro Brewer,Livingston,Mortalis Brewing Company Llc,Mortalis Brewing Company,5660 Tec Dr,Avon,NY,14414,42.91247,-77.70081
Micro Brewer,Onondaga,Middle Ages Brewing Co Ltd,Middle Ages Brewing Co ,120 Wilkinson Street,Syracuse,NY,13204,43.05086044,-76.16138165
Micro Brewer,Sullivan,Catskill Brewery Llc,Catskill Brewery,672 Old State Rte 17,Livingston Manor,NY,12758,41.90653615,-74.82519882
Micro Brewer,Otsego,Brewery Ommegang Ltd,Brewery Ommegang,656 County Hwy 33,Cooperstown,NY,13326,42.62696601,-74.94675672
Micro Brewer,Kings,Other Half Brewing Company Inc,Other Half Brewing Company ,195 Centre St,Brooklyn,NY,11231,40.67366514,-73.99909135
Micro Brewer,Erie,Big Ditch Brewing Company Llc,Big Ditch Brewing Company ,55 E Huron St,Buffalo,NY,14203,42.88819696,-78.8708429
Micro Brewer,Ontario,Reinvention Brewing Llc,Reinvention Brewing Company,9 N Main St,Manchester,NY,14504,42.969840000000005,-77.23045
Micro Brewer,Monroe,Ctb Group Inc,Wood Kettle Brewing,1192 Manitou Rd,Hilton,NY,14468,43.25441,-77.75026
Micro Brewer,Franklin,Raquette River Brewing Llc,Raquette River Brewing,11 Balsam St,Tupper Lake,NY,12986,44.24300794,-74.48675883
Micro Brewer,Erie,Kmt Management Inc,Buffalo Brew Pub,6861 Main St,Williamsville,NY,14221,42.96524938,-78.69788158
Micro Brewer,Onondaga,Empire Brewing Company Inc,Empire Brewing Company,120 Walton Street,Syracuse,NY,13202,43.04802383,-76.15473537
Micro Brewer,Tompkins,Ithaca Beer Company Inc,Ithaca Beer Company,122 Ithaca Beer Dr,Ithaca,NY,14850,42.41607205,-76.53508089
Micro Brewer,Niagara,432 Brickyard Inc,Brickyard And Brewing Company,432 Center St,Lewiston,NY,14092,43.17306,-79.04332
Micro Brewer,Rensselaer,Browns Brewing Company Llc,Brown'S Taproom,50 Factory Hill Rd,Hoosick Falls,NY,12090,42.9262399,-73.34411856
Micro Brewer,Suffolk,Saint James Brewery Llc,Saint James Brewery ,929 Lincoln Ave Unit 11,Holbrook,NY,11741,40.77147,-73.08315
Micro Brewer,Westchester,Broken Bow Brewery Llc,Broken Bow Brewery ,173 Marbledale Rd,Tuckahoe,NY,10707,40.95454927,-73.81913808
Micro Brewer,Erie,Resurgence Brewing Company Llc,Resurgence Brewing Company,1250 Niagara St,Buffalo,NY,14213,42.91792,-78.89918
Micro Brewer,Cattaraugus,S & W Company Llc,Ellicottville Brewing Co,28A Monroe St,Ellicottville,NY,14731,42.275046200000006,-78.67074524
Micro Brewer,Erie,Hamburg Brewing Company Llc,Hamburg Brewing Company,6553 Boston State Rd,Hamburg,NY,14075,42.71061703,-78.80331058
Micro Brewer,Kings,7 N 15Th St Corp,Greenpoint Beer & Ale Co,7 N 15Th St,Brooklyn,NY,11222,40.72495122,-73.95731001
Micro Brewer,Steuben,Marbrew Inc,Market St Brewing Co & Restaurant,63 65 W Market St,Corning,NY,14830,42.1439276,-77.05711181
Micro Brewer,Greene,Crossroads Brewing Company Inc,Crossroads Brewing Company ,21 Second St,Athens,NY,12015,42.26043658,-73.80965400000001
Micro Brewer,Chemung,Upstate Brewing Company Llc,Upstate Brewing Company ,3028 Lake Rd,Elmira,NY,14903,42.13318387,-76.81213516
Micro Brewer,Steuben,Steuben Brewing Company Llc,Steuben Brewing Company ,10286 Judson Rd,Hammondsport,NY,14840,42.50379629,-77.18650658
Micro Brewer,Steuben,Shoemaker Brewing Company Llc,Liquid Shoes Brewing,26 E Market St,Corning,NY,14830,42.14308,-77.0535
Micro Brewer,Seneca,Wagner Valley Brewing Llc,Wagner Brewing Co,9322 Route 414,Lodi,NY,14860,42.57353499,-76.85819852
Micro Brewer,Seneca,Bottomless Brewing Llc,Bottomless Brewing ,3543 E Lake Rd,Geneva,NY,14456,42.85387,-76.93345
Micro Brewer,Onondaga,Double Barrel Brewing Company Llc,Double Barrel Brewing Company ,112 Walter Dr,Syracuse,NY,13206,43.06972609,-76.09859405
Micro Brewer,Monroe,Rohrbach Inc,Rohrbach Brewing Company,3859 Buffalo Rd,Rochester,NY,14624,43.13749607,-77.76275315
Micro Brewer,Wyoming,Silver Lake Brewing Project Llc,Silver Lake Brewing Project,14 Borden Ave,Perry,NY,14530,42.7181,-78.0019
Micro Brewer,Monroe,Stoneyard Brewery Llc,Stoneyard Brewery ,85 Clinton St,Brockport,NY,14420,43.21578,-77.94235
Micro Brewer,Warren,Glens Falls Brewing Company Llc,Lake George Brew House,1043 State Rte 9,Queensbury,NY,12804,43.34395,-73.68519
Micro Brewer,Suffolk,Barrage Brewing Company Llc,Barrage Brewing Company ,32 Allen Blvd,Farmingdale,NY,11735,40.72764628,-73.45179987
Micro Brewer,Queens,Richard J Castagna,Bridge And Tunnel Brewery,61 02 60Th Ave,Maspeth,NY,11378,40.71685713,-73.90274365
Micro Brewer,Monroe,Foggy Harbor Brewery Llc,Iron Tug Brewing,360 Ridge Rd W,Rochester,NY,14615,43.19978,-77.63662
Micro Brewer,Ontario,Young Lion Brewing Company Llc,Young Lion Brewing Company ,24 Lakeshore Dr,Canandaigua,NY,14424,42.87577,-77.26992
Micro Brewer,Schuyler,Grist Iron Brewing Llc,Grist Iron Brewing Company,4880 Ny Rte 414,Burdett,NY,14818,42.47002,-76.86684
Micro Brewer,Suffolk,Crooked Ladder Brewing Company Llc,Crooked Ladder Brewing Company ,70 W Main St,Riverhead,NY,11901,40.91696414,-72.66333254
Micro Brewer,Westchester,Captain Lawrence Brewing Llc,Captain Lawrence Brewing,444 Saw Mill River Rd,Elmsford,NY,10523,41.06860381,-73.81577602
Micro Brewer,Cayuga,"Shepherds Brewing Company Llc, The",The Good Shepherds Brewing Company,31 Loop Rd,Auburn,NY,13021,42.93264,-76.56498
Micro Brewer,Erie,Buffalo Brewing Company Llc,Buffalo Brewing Company ,314 Myrtle Ave,Buffalo,NY,14204,42.87828,-78.85813
Micro Brewer,Schuyler,Lucky Hare Brewing Company Inc,Lucky Hare Brewing Company ,6085 Beckhorn Rd,Hector,NY,14841,42.52845,-76.8746
Micro Brewer,Monroe,Denhart Brewing Company Llc,Triphammer Bierwerks,111 Parce Ave,Fairport,NY,14450,43.105709999999995,-77.4462
Micro Brewer,Cattaraugus,Four Mile Brewing Llc,Four Mile Brewing ,202 East Green St,Olean,NY,14760,42.073159999999994,-78.42746
Micro Brewer,Ontario,Gael Brewing Company Llc,Gael Brewing Company ,4180 State Rte 14,Geneva,NY,14456,0.0,0.0
Micro Brewer,Ontario,"Irish Mafia Brewing Co Llc, The","Irish Mafia Brewing Co , The",2971 Whalen Rd,East Bloomfield,NY,14469,42.88374,-77.38886
Micro Brewer,Suffolk,Long Ireland Brewing Company Llc,Long Ireland Beer Company,817 Pulaski Street,Riverhead,NY,11901,40.91998156,-72.67428596
Micro Brewer,Orange,Rushing Duck Brewing Company Llc,Rushing Duck Brewing Company ,1 Battiato Ln,Chester,NY,10918,41.36197216,-74.27029093
Micro Brewer,Suffolk,Port Jeff Brewing Company Llc,Port Jeff Brewing Company ,22 Mill Creek Rd,Port Jefferson,NY,11777,40.94038328,-73.07003643
Micro Brewer,Onondaga,Red Hawk Brewing Ltd,Red Hawk Brewing ,4504 Bussey Rd,Syracuse,NY,13215,42.98761,-76.23225
Micro Brewer,Rockland,Kettle Kreations Llc,The Defiant Brewing Company,6 E Dexter Plaza,Pearl River,NY,10965,41.06022361,-74.02307473
Micro Brewer,Monroe,Bullies Entertainment Group Llc,Brindle Haus Brewing Company,377 S Union St,Spencerport,NY,14559,43.185359999999996,-77.80483000000001
Micro Brewer,Chautauqua,S&W Company Llc,Ellicottville Brewing Company,57 Lakeside Dr,Bemus Point,NY,14712,42.15955,-79.39325
Micro Brewer,Orange,Kraftify Llc,Pine Island Brewing,682 County Rte 1,Pine Island,NY,10969,41.297270000000005,-74.46571999999999
Micro Brewer,Warren,Adirondack Pub & Brewery Inc,Adirondack Pub & Brewery ,33 Canada St,Lake George,NY,12845,43.4185,-73.71412
Micro Brewer,Otsego,Butternuts Beer And Ale Llc,Butternuts Beer & Ale,4020 State Highway 51,Garrattsville,NY,13342,42.62774755,-75.18633796
Micro Brewer,Schenectady,Van Dyck Llc,Mad Jack Brewing Company,235 237 Union St,Schenectady,NY,12305,0.0,0.0
Micro Brewer,Schuyler,Seneca Lodge Inc,Seneca Lodge Craft Brewing,Walnut Rd Rd #2  T/O Dix,Watkins Glen,NY,14891,0.0,0.0
Micro Brewer,Erie,Labatt Usa Operating Co Llc,Labatt Usa Brewing Company,79 Perry St,Buffalo,NY,14203,42.87536,-78.87447
Micro Brewer,Niagara,Prosper Brewing Llc,Prosper Brewing,72 Webster St,North Tonawanda,NY,14120,43.02384,-78.87767
Micro Brewer,Erie,Wny Beer Club Llc,Rusty Nickel Brewing Co,4350 Seneca St,W Seneca,NY,14224,42.83338,-78.74268000000001
Micro Brewer,Onondaga,Half In The Bag Brewery Llc,Willow Rock Brewing Company,115 Game Rd,Syracuse,NY,13210,43.01251,-76.13179000000001
Micro Brewer,Schuyler,Donna D Lucent,Pompous Ass Wine Company,4499 Rte 14,Rock Stream,NY,14878,42.45084,-76.91037
Micro Brewer,Schenectady,Wolf Hollow Brewing Company Llc,Wolf Hollow Brewing Company ,6882 Amsterdam Rd,West Glenville,NY,12302,42.89247,-74.06753
Micro Brewer,Dutchess,Blue Collar Brewery Inc,Blue Collar Brewery ,40 Cottage St,Poughkeepsie,NY,12601,41.70743,-73.91821999999999
Micro Brewer,Monroe,Nine Maidens Brewing Company Llc,Nine Maidens Brewing Company ,1344 University Ave,Rochester,NY,14607,43.15061,-77.56624000000001
Micro Brewer,Clinton,Livingood'S Restaurant & Brewery Llc,Livingood'S Restaurant & Brewery ,697 Bear Swamp Rd,Peru,NY,12972,44.57606,-73.51156999999999
Micro Brewer,Dutchess,Mill House Hospitality Inc,Mill House Brewing Company,289 Mill St,Poughkeepsie,NY,12601,41.705290000000005,-73.92654
Micro Brewer,Monroe,Sager Beer Works Llc,Sager Beer Works,46 Sager Dr,Rochester,NY,14607,43.15056,-77.56993
Micro Brewer,Steuben,Keuka Brewing Co Llc,Keuka Brewing Company,8572 Briglin Road,Hammondsport,NY,14840,42.48589412,-77.19232876
Micro Brewer,Ulster,Hudson Ale Works Llc,Hudson Ale Works ,17 Milton Ave,Highland,NY,12528,41.717859999999995,-73.96409
Micro Brewer,Ulster,Heiko Giesberg,New Paltz Brewing Company (Pfalzerbrau),7174 Rte 209,Wawarsing,NY,12458,41.75851,-74.3584
Micro Brewer,Schuyler,Two Goats Brewing Llc,Two Goats Brewing ,5027A State Rte 414 (Basement),Burdett,NY,14818,42.4775359,-76.86894671
Micro Brewer,Erie,42 North Brewing Company Llc,42 North Brewing Company ,25 Pine St,East Aurora,NY,14052,42.76848,-78.60797
Micro Brewer,Erie,Rbcprod Llc,Resurgence Brewing Company,55 Chicago St,Buffalo,NY,14204,42.86996,-78.86867
Micro Brewer,Richmond,Gordon James Llc,The Flagship Brewing Company,38-40 Minthorne St,Staten Island,NY,10301,40.63675115,-74.07557869
Micro Brewer,Jefferson,Sackets Harbor Brew Pub Llc,Sackets Harbor Brewing Company,212 W Main St,Sackets Harbor,NY,13685,43.947289500000004,-76.12068874
Micro Brewer,Monroe,Railroad Street Brewing Company Inc,Rohrbach Brewing Company,97 Railroad St,Rochester,NY,14609,43.1633229,-77.58673027
Micro Brewer,Ulster,Great Life Brewing Company Llc,Great Life Brewing Company ,75 Clarendon Ave,Kingston,NY,12401,41.94123,-73.99701999999999
Micro Brewer,Greene,Rip Van Winkle Brewing Co Inc,Rip Van Winkle Brewing Company,4545 Rte 32,Catskill,NY,12414,42.185390000000005,-73.98673000000001
Micro Brewer,Ulster,Keegan Ales Llc,Keegan Ales,20 Saint James St,Kingston,NY,12401,41.93175716,-74.01205885
Micro Brewer,Steuben,Railhead Brewing Company Llc,Railhead Brewing Company ,40 Park Dr,Hornell,NY,14843,42.31623,-77.65488
Micro Brewer,Columbia,Suarez Family Llc,Suarez Family Brewery,2278 Rte 9,Hudson,NY,12534,0.0,0.0
Micro Brewer,Ontario,Dcl Beverage Llc,Webe Brewing Company,796 Pre Emption Rd,Geneva,NY,14456,42.86295,-77.01104000000001
Micro Brewer,Orange,Newburgh Brewing Company Llc,Newburgh Brewing Company ,88 S Colden St,Newburgh,NY,12550,41.5044515,-74.0068325
Micro Brewer,Warren,Coopers Cave Ale Company Ltd,Coopers Cave Ale Company ,2 Sagamore St,Glens Falls,NY,12801,43.31743081,-73.63969382
Micro Brewer,Rockland,Spectacle Brewing Llc,Industrial Arts Brewing Co,55 W Railroad Ave,Garnerville,NY,10923,41.208,-73.99166
Micro Brewer,Monroe,Shipyard Brewing Company Llc,Shipyard Brewing Company ,445 Saint Paul St,Rochester,NY,14605,43.164590000000004,-77.61446
Micro Brewer,Essex,Paradox Brewery Llc,Paradox Brewery,154 State Rte 9,Schroon Lake,NY,12870,43.7810986,-73.79376036
Micro Brewer,Monroe,Founding Fathers Products Llc,Founding Fathers Brewing Co,445 St Paul St,Rochester,NY,14605,43.16493,-77.61437
Micro Brewer,Warren,Davidson Brothers Brewing Llc,Davidson Brothers Brewing ,184 Glen Street,Glens Falls,NY,12801,43.30988524,-73.64460759999999
Micro Brewer,Queens,Lic Brewery Llc,Lic Beer Project,39-28 23Rd St,Long Island City,NY,11101,40.75522694,-73.93871007
Micro Brewer,Cattaraugus,S&W Company Llc,Ellicottville Brewing Company,202 2Nd St,Little Valley,NY,14755,42.2498,-78.79359000000001
Micro Brewer,Orange,Glenmere Brewing Company Inc,Glenmere Brewing Company,55 Maple Ave,Florida,NY,10921,41.335390000000004,-74.35998000000001
Micro Brewer,Cayuga,Summerhill Brewing Llc,Summerhill Brewing ,384 Champlin Rd,Groton,NY,13073,42.59086,-76.29685
Micro Brewer,Madison,Empire Farmstead Brewery Inc,Empire Brewing Company,33 Rippleton Rd,Cazenovia,NY,13035,42.92086,-75.86301999999999
Micro Brewer,Essex,Great Adirondack Steak & Seafood Cafe Inc,Great Adirondack Steak & Seafood Cafe ,2442 Main,Lake Placid,NY,12946,44.29015509,-73.98520444
Micro Brewer,Rensselaer,"Troy Brewing Company Inc, The",Browns Taproom,417-419 River Street,Troy,NY,12180,42.73574824,-73.68747887
Micro Brewer,Essex,"Lake Placid Pub & Brewery Co Llc, The","Lake Placid Pub & Brewery Co , The",813 Mirror Lake Dr,Lake Placid,NY,12946,44.28321503,-73.98133061
Micro Brewer,Orange,Equilibrium Brewery Llc,Equilibrium Brewery ,22 Henry St,Middletown,NY,10940,41.44623,-74.42222
Micro Brewer,Essex,Big Slide Brewery & Public House Llc,Big Slide Brewery & Public House ,5686 Cascade Rd,Lake Placid,NY,12946,44.26608,-73.97001999999999
Micro Brewer,Seneca,Three Brothers Wineries & Estates Llc,War Horse Brewing Company,623 Lerch Rd,Geneva,NY,14456,42.82332,-76.92369000000001
Micro Brewer,Cattaraugus,Stillhouse Of Buffalo Llc,Stillhouse Of Buffalo ,6600 Rte 219,Ellicottville,NY,14731,42.285959999999996,-78.65914000000001
Micro Brewer,Ontario,Chosen Spot Brewing Company Inc,Naked Dove Brewing Company,4048 Route 5 & 20,Canandaigua,NY,14424,42.86603789,-77.22316921
Micro Brewer,Broome,North Brewery Llc The,The North Brewery,110 Washington Ave,Endicott,NY,13760,42.10225167,-76.04817203
Micro Brewer,Otsego,Davidsons Brewery Corp,Council Rock Brewery,4861 State Hgwy 28,Hartwick,NY,13326,42.65755379,-74.96098351
Micro Brewer,Clinton,Christophers Restaurant Inc,Plattsburgh Brewing Co,411 Route 3,Plattsburgh,NY,12901,44.69664649,-73.48904823
Micro Brewer,Dutchess,Mill House Hospitality Inc,Mill House Brewing Company,125 N Hamilton St,Poughkeepsie,NY,12601,41.70969,-73.92021
Micro Brewer,Onondaga,Ibu Llc,Ibu ,3703B Brewerton Rd,North Syracuse,NY,13212,43.11533,-76.14553000000001
Micro Brewer,Monroe,Roc Brewing Co Llc,Roc Brewing Co ,56 S Union St,Rochester,NY,14607,43.15343228,-77.59789394
Micro Brewer,Suffolk,27A Brewing Company Llc,27A Brewing Company ,173 N Wellwood Ave,Lindenhurst,NY,11757,40.6882,-73.37529
Micro Brewer,Columbia,Hudson Valley Beverage Co Inc,Sloop Brewing Co,1065 County Rte 19,Elizaville,NY,12523,0.0,0.0
Micro Brewer,Monroe,Custom Brewcrafters Inc,Cb Craft Brewers,300 Village Square Blvd,Honeoye Falls,NY,14472,42.95168817,-77.60393291
Micro Brewer,Dutchess,Hudson Valley Brewery Llc,Hudson Valley Brewery,7 E Main St,Beacon,NY,12508,41.501709999999996,-73.96315
Micro Brewer,Franklin,Township 7 Brewery Llc,Township 7 Brewing Co,303 State Rte 11B,Dickinson Center,NY,12930,44.73921,-74.58587
Micro Brewer,Suffolk,Blind Bat Brewery Llc,Blind Bat Brewery ,420 Harrison Dr,Centerport,NY,11721,40.89578578,-73.38076957
Micro Brewer,Dutchess,Darragh Park Rooney,Darragh Studio,40 Country View Rd,Millerton,NY,12546,41.96301,-73.49866999999999
Micro Brewer,Monroe,Straub Brewery Inc,Straub Brewery ,445 St Paul St,Rochester,NY,14605,43.164590000000004,-77.61446
Micro Brewer,Nassau,East End Grip Llc,Old Tappan Brewing Company,37 Ludlam Ave,Bayville,NY,11709,40.90569,-73.54894
Micro Brewer,Richmond,Craft House Inc,Craft House And Kills Boro,60 62 Van Duzer St,Staten Island,NY,10301,0.0,0.0
Micro Brewer,Schuyler,Pantomime Mixtures Llc,Pantomime Mixtures ,3839 Ball Diamond Rd,Hector,NY,14841,42.51357,-76.85665
Micro Brewer,Rockland,Gentle Giant Brewing Company Llc,Gentle Giant Brewing Company,5-7 N Main St,Pearl River,NY,10965,0.0,0.0
Micro Brewer,Warren,Bolton Landing Brewing Company Llc,Bolton Landing Brewing Company,4933 Lake Shore Dr,Bolton Landing,NY,12814,43.55571,-73.65583000000001
Micro Brewer,Saratoga,Druthers Brewing Company Inc,Druthers Brewing Company ,381 Broadway,Saratoga Springs,NY,12866,43.08103,-73.78578
Micro Brewer,Franklin,Big Tupper Brewing Llc,Big Tupper Brewing,12 Cliff Ave,Tupper Lake,NY,12986,,
Micro Brewer,Kings,Transmitter Brewing Llc,Transmitter Brewing ,141 Flushing Ave,Brooklyn,NY,11205,40.69791,-73.97116
Restaurant Brewer,New York,Lsebg Llc,"Birreria, Sabbia & Baita",200 5Th Avenue,New York,NY,10010,40.74286028,-73.98868674
Restaurant Brewer,Oneida,16 Stone Llc,16 Stone Ale House,9542 Main St,Holland Patent,NY,13354,43.24188,-75.25629
Restaurant Brewer,Putnam,D P M Ltd,Rt 6 Tap House,728 Rte 6,Mahopac,NY,10541,41.37566492,-73.72702493
Restaurant Brewer,Kings,Beerberry Corp,Tap Beer,1781 Sheepshead Bay Rd,Brooklyn,NY,11235,40.58358,-73.95035
Restaurant Brewer,Steuben,That Other Place Inc,Brick House Brewery,1 W Pulteney St,Corning,NY,14830,42.15122,-77.06098
Restaurant Brewer,New York,Paulaner Brauhaus & Restaurant Llc,Paulaner Brauhaus Nyc,265-267 Bowery,New York,NY,10002,40.7233703,-73.99280296
Restaurant Brewer,Kings,Killowen Inc,Keg & Lantern,95 97 Nassau Ave,Brooklyn,NY,11222,0.0,0.0
Restaurant Brewer,Ulster,Jes Lyn Enterprises Ltd,Bacchus,4 S Chestnut St,New Paltz,NY,12561,41.74726107,-74.086837
Restaurant Brewer,Ontario,Finger Lakes Foodservice Inc,Sevens Brew Pub,Rte 96 & Beaver Creek Rd,Farmington,NY,14425,42.97442,-77.34886999999999
Restaurant Brewer,Cayuga,Prison City Brewing Llc,Prison City Pub & Brewery,28 State St,Auburn,NY,13021,42.93199,-76.56849
Restaurant Brewer,Erie,Larkin Square Llc,Hydraulic Hearth,716 Swan St,Buffalo,NY,14210,42.87665,-78.84959
Restaurant Brewer,Erie,Crook Malting & Brewing Llc,189,189 Main St,East Aurora,NY,14052,42.76780305,-78.62780428
Restaurant Brewer,Broome,Ab Brewing Llc,Water Street Brewing Co,168 Water St,Binghamton,NY,13901,42.09935,-75.91408
Restaurant Brewer,Onondaga,Big River Breweries Inc,Gordon Biersch Brewery Restaurant,306 Hiawatha Blvd West,Syracuse,NY,13290,43.06756657,-76.16997498
Restaurant Brewer,Rockland,Xx Burger Company Inc,The Burger Loft/District 96,389-395 S Main St,New City,NY,10956,0.0,0.0
Restaurant Brewer,Queens,Alewife Brewing Company Llc,Alewife,5-14 51St Ave,Long Island City,NY,11101,40.74228,-73.95611
Restaurant Brewer,Erie,Pearl Street Brewing Co Llc,(Main Bar On 1St Floor),72 76 Pearl St,Buffalo,NY,14202,42.88119008,-78.87709921
Restaurant Brewer,Erie,Old First Ward Brewing Company Llc,Gene Mccarthy'S Brewery & Kitchen,73 Hamburg St,Buffalo,NY,14204,42.86582,-78.85973
Restaurant Brewer,Essex,Ray Brook Brew House Llc,Ray Brook Brew House ,1153 Rte 86,Ray Brook,NY,12977,0.0,0.0
Restaurant Brewer,Erie,Grand Island Serene Gardens Llc,Sato Brewpub,110 Pearl St,Buffalo,NY,14202,42.88196,-78.87709
Restaurant Brewer,Oneida,Talgo Llc,Nail Creek Pub & Brewery,720 Varick St,Utica,NY,13502,43.10368774,-75.24325185
Restaurant Brewer,Dutchess,Hyde Park Brewing Company Inc,Hyde Park Brewing Company,4076 Albany Post Road,Hyde Park,NY,12538,41.76928859,-73.93001975
Restaurant Brewer,Ontario,Dobbers Sports Bar & Grill Llc,Three Huskies Brewing,401 Lakeshore Dr,Canandaigua,NY,14424,42.87243,-77.25139
Restaurant Brewer,Steuben,Careys Cyber Inc,Carey'S Brew House,58 Bridge St,Corning,NY,14830,42.15013,-77.06064
Restaurant Brewer,Erie,Buffalo Riverworks Llc,Buffalo Riverworks,359 Ganson St,Buffalo,NY,14203,42.86861,-78.87302
Restaurant Brewer,New York,Gastromarket Ltd,Death Avenue,313 317 10Th Ave,New York,NY,10001,0.0,0.0
Restaurant Brewer,Cayuga,Next Chapter Brewing Company Inc,Next Chapter Brewpub,100 Genesee St,Auburn,NY,13021,42.9313,-76.56673
Restaurant Brewer,Ulster,Rough Cut Brewpub Llc,Rough Cut Brewing Co,5945 Rte 44 55,Kerhonkson,NY,12446,41.76008,-74.28514
Restaurant Brewer,Otsego,Roots Brewing Company Inc,Roots Brewing Company ,175 Main St,Oneonta,NY,13820,42.45356641,-75.06241028
Restaurant Brewer,Erie,Big River Breweries Inc,Gordon Biersch Brewery Restaurant,102 Galleria Dr,Cheektowaga,NY,14225,42.91535774,-78.76536608
Restaurant Brewer,Westchester,Sublime Food & Beverage Corp,The Peekskill Brewery,47 53 Water St,Peekskill,NY,10566,41.28889058,-73.93006733
Restaurant Brewer,Kings,77 Sands Rg Llc,Randolph Beer,77 Sands St,Brooklyn,NY,11201,40.70032,-73.98723000000001
Restaurant Brewer,Dutchess,"Culinary Institute Of America, The",The Brewery At The Cia,1995 Campus Dr,Hyde Park,NY,12538,41.746520000000004,-73.93204
Restaurant Brewer,Suffolk,Amity Ales Inc,Amity Ales ,192 Broadway,Amityville,NY,11701,40.67879,-73.41775
Restaurant Brewer,Saratoga,"Fairways Of Halfmoon Llc, The",Hank Hudson Brewing Company,17 Johnson Rd,Mechanicville,NY,12118,42.90128,-73.71115
Restaurant Brewer,Greene,Hunter Foods Llc,Hunter Mountain Brewery,7267 Rte 23A,Hunter,NY,12442,42.19981,-74.19003000000001
Restaurant Brewer,Kings,141 Lawrence Rest Llc,Circa Brewing Company,141 Lawrence St,Brooklyn,NY,11201,40.69198,-73.9862
Restaurant Brewer,Erie,Pearl Street Brewing Co Llc,(Cellar Main Bar),76 Pearl St,Buffalo,NY,14202,42.88119008,-78.87709921
